S. No.,RMS,Maximum,Range,Standard Deviation,Sample Variance,Standard Error,P10,y
3954,3.408221091,4.805918561,9.796941914,2.775211249,7.701797479,0.277521125,-4.900321598,1
3955,3.536188057,4.947867111,9.942285014,2.735217849,7.481416684,0.273521785,-4.925762893,1
3956,3.542252695,4.920534356,9.920061177,3.2189322,10.36152451,0.32189322,-4.921235382,1
3957,3.486403781,4.982495041,9.976823128,3.23260714,10.44974892,0.323260714,-4.869609766,1
3958,3.462502009,4.588628018,9.588086401,3.037134765,9.224187583,0.303713477,-4.932334536,1
3959,3.330511941,4.850113259,9.847859697,2.857655837,8.166196883,0.285765584,-4.885922057,1
3960,3.468543611,4.972128764,9.971019826,3.062944904,9.381631487,0.30629449,-4.733056125,1
3961,3.397028804,4.832134045,9.831900405,3.137066862,9.841188495,0.313706686,-4.887413019,1
3962,3.560223041,4.974010596,9.973955535,3.117127897,9.716486327,0.31171279,-4.893021547,1
3963,3.464762152,4.993337559,9.989967661,2.945176647,8.674065484,0.294517665,-4.834488065,1
3964,3.288853625,4.545163889,9.54515699,3.027408633,9.165203031,0.302740863,-4.758083277,1
3965,3.400847056,4.949701169,9.948936456,3.085199623,9.518456714,0.308519962,-4.806839334,1
3966,3.281661513,4.857132165,9.854799579,3.04918785,9.297546546,0.304918785,-4.825542368,1
3967,3.729549328,4.857461192,9.857106737,3.13452564,9.825250985,0.313452564,-4.93022094,1
3968,3.411519983,4.754946715,9.754895656,3.051433033,9.311243556,0.305143303,-4.878223955,1
3969,3.396688008,4.900985715,9.898445445,2.782513981,7.742384053,0.278251398,-4.723467421,1
3970,3.058030317,4.980079812,9.980001974,2.876754755,8.275717923,0.287675476,-4.782420373,1
3971,3.384238909,4.937696005,9.933152761,3.014256977,9.085745122,0.301425698,-4.92408529,1
3972,3.508791298,4.98812428,9.987999348,2.952925856,8.719771114,0.295292586,-4.882629089,1
3973,3.64190655,4.976957706,9.976925667,2.969638255,8.818751366,0.296963826,-4.986394757,1
3974,3.53620225,4.883567039,9.883560359,3.219659325,10.36620617,0.321965932,-4.953410241,1
3975,3.471538239,4.870563386,9.869807491,3.10124123,9.617697169,0.310124123,-4.920258135,1
3976,3.52604061,4.972432287,9.97243172,3.162947965,10.00423983,0.316294796,-4.926610498,1
3977,3.283148448,4.997850036,9.995445675,2.754172599,7.585466703,0.27541726,-4.864338199,1
3978,3.500552872,4.62713048,9.625162095,3.021145723,9.127321478,0.302114572,-4.895777238,1
3979,3.380837992,4.822003488,9.821959672,2.955002241,8.732038242,0.295500224,-4.912425677,1
3980,3.278596107,4.886442761,9.88644276,2.626495174,6.898476897,0.262649517,-4.886719142,1
3981,3.338893368,4.950298882,9.949585232,2.923484139,8.546759514,0.292348414,-4.821680364,1
3982,3.350131735,4.110147237,9.110115794,2.595231,6.735223946,0.2595231,-4.921220013,1
3983,3.343064172,4.668590199,9.654746527,2.879769153,8.293070374,0.287976915,-4.816660099,1
3984,3.474893215,4.971562654,9.969917041,2.934087323,8.608868417,0.293408732,-4.87254806,1
3985,3.472267434,4.977547226,9.977332299,2.743096389,7.524577799,0.274309639,-4.92496191,1
3986,3.343108279,4.942914035,9.94178453,2.775497133,7.703384336,0.277549713,-4.89940853,1
3987,3.205733961,4.996659824,9.995490817,2.977131482,8.863311861,0.297713148,-4.809519767,1
3988,3.420835591,4.51923454,9.519026044,2.809561253,7.893634434,0.280956125,-4.943585853,1
3989,3.407013618,4.956625994,9.956622989,2.676664775,7.164534318,0.267666478,-4.906787722,1
3990,3.378107175,4.840648173,9.839619778,2.948240572,8.69212247,0.294824057,-4.894732529,1
3991,3.360275924,4.83469804,9.83349788,2.822101288,7.964255682,0.282210129,-4.831154943,1
3992,3.376367163,4.876530168,9.874559651,2.935617253,8.617848658,0.293561725,-4.807539982,1
3993,3.402883156,4.794763146,9.794602241,2.827222374,7.993186351,0.282722237,-4.771098649,1
3994,3.333064546,4.760649305,9.759085683,2.987141185,8.923012459,0.298714118,-4.758469397,1
3995,3.368906693,4.593501456,9.593022459,2.919877388,8.525683959,0.291987739,-4.896952388,1
3996,3.390268324,4.66886738,9.66811317,3.162221068,9.99964208,0.316222107,-4.800472083,1
3997,3.505046256,4.674025121,9.673962553,2.965500499,8.79419321,0.29655005,-4.929918601,1
3998,3.529744831,4.998550146,9.998538007,3.032586914,9.196583391,0.303258691,-4.912988567,1
3999,3.311349483,4.877169516,9.877114579,2.937824079,8.630810319,0.293782408,-4.921020123,1
4000,3.528138205,4.964660953,9.963586773,2.996392425,8.978367567,0.299639243,-4.914262808,1
4001,1.689581821,2.860167592,5.858833622,1.648803006,2.718551353,0.164880301,-2.561841381,0
4002,1.813135251,2.98008659,5.976432063,1.772177848,3.140614326,0.177217785,-2.815816315,0
4003,1.808857031,2.894507066,5.893264036,1.800287217,3.241034065,0.180028722,-2.629145676,0
4004,1.876673572,2.965957374,5.953819798,1.814126346,3.291054398,0.181412635,-2.751108043,0
4005,1.873477491,2.954038123,5.954005326,1.860855068,3.462781586,0.186085507,-2.715663975,0
4006,1.90397725,2.974198767,5.973925554,1.881046527,3.538336037,0.188104653,-2.804870616,0
4007,2.034681987,2.989618553,5.989307473,1.932751114,3.73552687,0.193275111,-2.852984251,0
4008,1.867214463,2.854243817,5.854111658,1.712685199,2.933290592,0.17126852,-2.914822875,0
4009,1.874608414,2.995648178,5.98911318,1.818369321,3.306466989,0.181836932,-2.600596047,0
4010,1.904252103,2.886559098,5.886556663,1.882232741,3.542800091,0.188223274,-2.734941883,0
4011,1.941513351,2.940523038,5.94033245,1.83340473,3.361372903,0.183340473,-2.816349381,0
4012,1.991322089,2.894694208,5.892925198,1.870443486,3.498558836,0.187044349,-2.837048574,0
4013,2.046934336,2.998373694,5.998298354,2.049306382,4.199656646,0.204930638,-2.877155459,0
4014,1.901145282,2.802565673,5.80176108,1.824012977,3.327023339,0.182401298,-2.794300806,0
4015,1.936447091,2.785414393,5.784060372,1.793397018,3.216272864,0.179339702,-2.86949936,0
4016,1.854828351,2.997193961,5.995986733,1.858263913,3.453144769,0.185826391,-2.638185506,0
4017,1.88792326,2.833896897,5.832734703,1.735513409,3.012006792,0.173551341,-2.881928545,0
4018,1.861939941,2.703352235,5.697618229,1.727804504,2.985308404,0.17278045,-2.851227167,0
4019,1.840170208,2.968019289,5.962670042,1.708158641,2.917805944,0.170815864,-2.714724117,0
4020,1.766354243,2.881025708,5.851900461,1.687321114,2.847052542,0.168732111,-2.595407966,0
4021,2.037022063,2.998089964,5.966463626,1.978802112,3.9156578,0.197880211,-2.651848546,0
4022,1.804568124,2.970033066,5.969429797,1.810622036,3.278352157,0.181062204,-2.504608315,0
4023,2.005749661,2.959548099,5.950000998,2.01489363,4.059796341,0.201489363,-2.636374565,0
4024,1.89883394,2.901227494,5.898948257,1.857068926,3.448704996,0.185706893,-2.669240472,0
4025,1.940745258,2.798817773,5.795951694,1.827669165,3.340374575,0.182766916,-2.856297846,0
4026,1.86623149,2.893698426,5.893037737,1.814276431,3.29159897,0.181427643,-2.750522713,0
4027,1.898673797,2.824095589,5.801812556,1.819738201,3.31144712,0.18197382,-2.75793949,0
4028,1.949681685,2.919846471,5.919262746,1.893859721,3.586704642,0.189385972,-2.876135174,0
4029,1.896973306,2.993754899,5.993754072,1.849257186,3.419752138,0.184925719,-2.762108708,0
4030,1.805029478,2.781376926,5.771337167,1.774115504,3.147485822,0.17741155,-2.655716825,0
4031,1.841588877,2.898903921,5.89762148,1.789420585,3.202026031,0.178942059,-2.715574366,0
4032,1.905016143,2.983397699,5.983345439,1.815814896,3.297183736,0.18158149,-2.849613677,0
4033,1.792779076,2.99223536,5.979576032,1.766056381,3.118955139,0.176605638,-2.655315352,0
4034,1.914221018,2.773940415,5.773913131,1.799729129,3.239024939,0.179972913,-2.778406033,0
4035,1.946405876,2.91635045,5.913751998,1.92561471,3.707992011,0.192561471,-2.786622742,0
4036,2.014162733,2.982946412,5.981219569,1.93345966,3.738266256,0.193345966,-2.856441708,0
4037,1.846722637,2.914621252,5.905442062,1.822216522,3.320473053,0.182221652,-2.612462226,0
4038,1.976040644,2.967057603,5.966513204,1.938232687,3.756745951,0.193823269,-2.805620654,0
4039,1.823923632,2.92708869,5.91278085,1.771828784,3.139377238,0.177182878,-2.698028604,0
4040,1.894981106,2.984169117,5.982730135,1.830297039,3.349987252,0.183029704,-2.825884439,0
4041,2.021511644,2.992754836,5.992727506,1.962749332,3.852384939,0.196274933,-2.886510328,0
4042,2.040332038,2.998565617,5.998234463,1.993533523,3.974175905,0.199353352,-2.869952275,0
4043,1.900668436,2.924336267,5.921718732,1.83774462,3.377305288,0.183774462,-2.793168064,0
4044,1.972050242,2.879144859,5.879114302,1.922146353,3.694646601,0.192214635,-2.569330629,0
4045,1.863737153,2.967967909,5.967967014,1.799485833,3.238149264,0.179948583,-2.904509025,0
4046,1.827795609,2.979804902,5.978385285,1.738397949,3.022027429,0.173839795,-2.781017414,0
4047,1.996564088,2.990793856,5.989506458,1.939015306,3.759780355,0.193901531,-2.900109226,0
4048,1.995280405,2.98612408,5.985732435,1.993852149,3.97544639,0.199385215,-2.845853355,0
4049,1.916044761,2.939990661,5.938349615,1.897756448,3.601479537,0.189775645,-2.851135404,0
4050,1.898647161,2.92084153,5.920717278,1.885221339,3.554059499,0.188522134,-2.814572291,0
4051,1.863305354,2.998956495,5.998421718,1.823591124,3.325484588,0.182359112,-2.81541118,0
4052,1.969945812,2.931745727,5.918348289,1.859215295,3.456681514,0.18592153,-2.809116208,0
4053,1.95047705,2.904455503,5.90406337,1.871626548,3.502985934,0.187162655,-2.831720642,0
4054,2.012810315,2.947716763,5.944881811,1.990122828,3.96058887,0.199012283,-2.829823235,0
4055,1.859998341,2.815561522,5.810848554,1.844968312,3.403908071,0.184496831,-2.674266835,0
4056,1.937866244,2.99842841,5.99840404,1.865699146,3.480833302,0.186569915,-2.797959574,0
4057,1.854052328,2.982567316,5.973208396,1.821530955,3.317975018,0.182153095,-2.818463962,0
4058,1.876526766,2.734150783,5.7150606,1.807842924,3.268296037,0.180784292,-2.783281109,0
4059,1.914969362,2.996595575,5.996048204,1.878877561,3.530180888,0.187887756,-2.805334361,0
4060,1.94572963,2.988285242,5.987821016,1.923132049,3.698436878,0.192313205,-2.858737866,0
4061,1.809095794,2.729996714,5.709291447,1.73475833,3.009386463,0.173475833,-2.665522201,0
4062,1.957924222,2.97507239,5.971683704,1.827761765,3.340713069,0.182776176,-2.80025767,0
4063,1.955803417,2.957136853,5.954559963,1.748623681,3.057684776,0.174862368,-2.879528836,0
4064,1.93543954,2.999435415,5.998006922,1.919925957,3.686115679,0.191992596,-2.761954205,0
4065,1.997002122,2.821444613,5.819878604,1.938816706,3.759010221,0.193881671,-2.868613966,0
4066,1.867605384,2.838575146,5.837726399,1.753971341,3.076415466,0.175397134,-2.804210256,0
4067,1.809991351,2.974193375,5.973106726,1.77248173,3.141691482,0.177248173,-2.7932706,0
4068,1.90164605,2.98573067,5.984777165,1.80246584,3.248883105,0.180246584,-2.92771446,0
4069,1.949933021,2.988108274,5.987050125,1.906065999,3.633087594,0.1906066,-2.774878572,0
4070,1.966914716,2.987253212,5.986806487,1.939402525,3.761282153,0.193940252,-2.778860014,0
4071,1.932810085,2.995476278,5.995453139,1.903979967,3.625139713,0.190397997,-2.838112084,0
4072,1.948849446,2.993139277,5.99274545,1.8383876,3.379668969,0.18383876,-2.820876597,0
4073,1.912178,2.980240035,5.98021832,1.852096523,3.43026153,0.185209652,-2.844266561,0
4074,1.789075582,2.95925925,5.959224053,1.754846565,3.079486467,0.175484656,-2.890112291,0
4075,1.838151206,2.880366482,5.879346033,1.764837154,3.114650181,0.176483715,-2.793833206,0
4076,1.880358718,2.996953664,5.996275133,1.831418938,3.354095325,0.183141894,-2.855382202,0
4077,1.79213339,2.854829748,5.853766137,1.680074499,2.822650321,0.16800745,-2.5071511,0
4078,1.938507565,2.952726188,5.952575579,1.908678801,3.643054767,0.19086788,-2.791948114,0
4079,1.909320886,2.899300027,5.899256852,1.839940215,3.385379996,0.183994022,-2.920348133,0
4080,1.917288723,2.873815425,5.865337182,1.785973133,3.18970003,0.178597313,-2.882510646,0
4081,1.989417282,2.939062039,5.93715789,1.761772045,3.103840739,0.176177205,-2.855243693,0
4082,2.026261974,2.939102392,5.938657124,1.960760635,3.844582267,0.196076063,-2.969917236,0
4083,1.81525257,2.988028718,5.987956491,1.783650986,3.181410841,0.178365099,-2.728607323,0
4084,1.920468628,2.839955471,5.839058138,1.821575585,3.318137611,0.182157558,-2.84915254,0
4085,1.857354615,2.905157563,5.895823856,1.715909895,2.944346767,0.171590989,-2.76346081,0
4086,1.946006196,2.956045161,5.955079292,1.789723048,3.203108589,0.178972305,-2.915651629,0
4087,1.916123783,2.987652935,5.985036425,1.829767316,3.348048432,0.182976732,-2.831865044,0
4088,1.981619909,2.985406775,5.985097779,1.933834772,3.739716924,0.193383477,-2.845382587,0
4089,1.958885709,2.904898497,5.896634248,1.892641184,3.58209065,0.189264118,-2.888816913,0
4090,1.958689121,2.972920092,5.972311691,1.903743286,3.624238499,0.190374329,-2.877114338,0
4091,1.920635338,2.8655296,5.864952957,1.856497631,3.446583455,0.185649763,-2.793979747,0
4092,1.829674486,2.947890976,5.947407828,1.821320821,3.317209532,0.182132082,-2.548070374,0
4093,1.937272253,2.894209354,5.89341638,1.864007479,3.474523882,0.186400748,-2.854767237,0
4094,2.013491036,2.971290767,5.97128255,1.854793663,3.440259531,0.185479366,-2.863706896,0
4095,1.906471237,2.998181737,5.998181256,1.743482153,3.039730019,0.174348215,-2.938165942,0
4096,1.94692825,2.987744742,5.980652804,1.924176834,3.70245649,0.192417683,-2.84996836,0
4097,1.973537681,2.966992914,5.966982874,1.956101809,3.826334286,0.195610181,-2.798152581,0
4098,1.846057089,2.966251205,5.965999225,1.807449095,3.26687223,0.180744909,-2.890197129,0
4099,1.991936379,2.97208606,5.970606709,1.954659467,3.820693632,0.195465947,-2.82462664,0
4100,1.877254297,2.819417691,5.819334349,1.732943811,3.003094254,0.173294381,-2.810647237,0
4101,2.011714987,2.938369649,5.938364228,1.780968046,3.171847182,0.178096805,-2.865564438,0
4102,1.80085619,2.826621544,5.826524119,1.645136746,2.706474914,0.164513675,-2.840005049,0
4103,1.900336749,2.994755515,5.993469555,1.875963241,3.519238082,0.187596324,-2.761994157,0
4104,2.001061108,2.914596377,5.914258464,1.951209644,3.807219073,0.195120964,-2.842038729,0
4105,1.830454079,2.981905302,5.975142349,1.755355801,3.08127399,0.17553558,-2.874307385,0
4106,2.04933723,2.893555555,5.893450023,1.92880445,3.720286608,0.192880445,-2.901880404,0
4107,1.73949859,2.894749878,5.883427497,1.706062055,2.910647736,0.170606206,-2.730897733,0
4108,1.907607345,2.904672719,5.902694735,1.788268473,3.19790413,0.178826847,-2.824453739,0
4109,1.820455241,2.977244849,5.976988304,1.810293432,3.277162309,0.181029343,-2.661307111,0
4110,1.81173627,2.953423184,5.947020921,1.806322143,3.262799684,0.180632214,-2.819370927,0
4111,1.926986128,2.773554779,5.773236103,1.840389713,3.387034296,0.184038971,-2.864931859,0
4112,1.857119645,2.878403997,5.870411532,1.643745192,2.701898257,0.164374519,-2.717232711,0
4113,1.975859066,2.915000843,5.91499829,1.894038416,3.587381521,0.189403842,-2.90361738,0
4114,1.879149906,2.856381758,5.847434614,1.83602915,3.371003041,0.183602915,-2.8092327,0
4115,1.877405973,2.947275366,5.945056158,1.832421732,3.357769405,0.183242173,-2.785245469,0
4116,1.9184075,2.92027724,5.920243306,1.864302862,3.475625161,0.186430286,-2.854071324,0
4117,1.892779552,2.956740175,5.956732177,1.842908671,3.396312369,0.184290867,-2.811306256,0
4118,1.869703734,2.953421673,5.953108464,1.779948618,3.168217082,0.177994862,-2.831878312,0
4119,1.91180945,2.868717159,5.868716043,1.813399705,3.288418491,0.181339971,-2.829675116,0
4120,1.948435846,2.959427192,5.953168317,1.866537683,3.483962921,0.186653768,-2.793436518,0
4121,1.890293325,2.63752808,5.637421919,1.683468352,2.834065691,0.168346835,-2.8993279,0
4122,1.931367484,2.994421788,5.987960579,1.903611964,3.623738511,0.190361196,-2.596700502,0
4123,1.971751999,2.980602993,5.980590809,1.837797908,3.37750115,0.183779791,-2.860791188,0
4124,1.917468361,2.949912435,5.947327215,1.820964203,3.31591063,0.18209642,-2.848207522,0
4125,1.846370915,2.904323811,5.833584645,1.79455402,3.22042413,0.179455402,-2.570201203,0
4126,1.772752518,2.974379618,5.951786066,1.774720214,3.149631838,0.177472021,-2.491906034,0
4127,1.815306161,2.884266962,5.872292965,1.743135618,3.038521781,0.174313562,-2.918976623,0
4128,1.907945416,2.924581474,5.91797245,1.814266107,3.291561508,0.181426611,-2.816393402,0
4129,1.835330484,2.976752952,5.976725521,1.789397962,3.201945068,0.178939796,-2.742852405,0
4130,1.900373955,2.966565816,5.965210537,1.810062761,3.2763272,0.181006276,-2.785289319,0
4131,1.93333213,2.93660687,5.93645617,1.837145338,3.375102992,0.183714534,-2.840606762,0
4132,1.868011171,2.815306207,5.813718933,1.852740557,3.432647571,0.185274056,-2.89152146,0
4133,1.74817389,2.805480507,5.804427758,1.677236671,2.81312285,0.167723667,-2.61538995,0
4134,1.880779592,2.988877962,5.972033587,1.87147313,3.502411677,0.187147313,-2.781856954,0
4135,1.855306344,2.97692745,5.96155532,1.854566859,3.439418234,0.185456686,-2.568457807,0
4136,1.794785831,2.937464818,5.936164747,1.735307223,3.011291159,0.173530722,-2.70383958,0
4137,1.882913645,2.870724336,5.865863071,1.866038851,3.482100993,0.186603885,-2.824266238,0
4138,1.921016327,2.956569295,5.953059751,1.799715384,3.238975463,0.179971538,-2.822123081,0
4139,1.977961558,2.962687443,5.951888739,1.978234022,3.913409846,0.197823402,-2.820524369,0
4140,1.962062772,2.869281327,5.861881324,1.799301726,3.237486702,0.179930173,-2.861247914,0
4141,1.855850077,2.813523074,5.811071726,1.772769876,3.142713032,0.177276988,-2.79245525,0
4142,1.878792349,2.891672619,5.891655224,1.825325397,3.331812804,0.18253254,-2.917827203,0
4143,1.997417572,2.950229901,5.949192211,1.961206523,3.846331027,0.196120652,-2.889531955,0
4144,1.992455293,2.998721557,5.985137453,1.857604098,3.450692985,0.18576041,-2.880808616,0
4145,1.904142844,2.856075225,5.855881187,1.865095577,3.478581511,0.186509558,-2.91795798,0
4146,1.973519521,2.891983323,5.891965562,1.942007274,3.771392251,0.194200727,-2.862158006,0
4147,1.8735772,2.840547546,5.839630366,1.772658601,3.142318517,0.17726586,-2.877187665,0
4148,1.841840144,2.985501291,5.98471704,1.80545795,3.25967841,0.180545795,-2.623967295,0
4149,1.969932468,2.988394756,5.98839325,1.877266477,3.524129426,0.187726648,-2.835176487,0
4150,1.92235977,2.950925151,5.950128225,1.862171274,3.467681855,0.186217127,-2.849995066,0
4151,1.950814929,2.818927811,5.816591057,1.686814855,2.845344356,0.168681486,-2.878167011,0
4152,1.774104746,2.786683054,5.776313828,1.623002742,2.634137902,0.162300274,-2.695929288,0
4153,1.906261208,2.961607349,5.955373864,1.827721261,3.340565007,0.182772126,-2.790308149,0
4154,1.91818112,2.996106606,5.996056005,1.903394864,3.622912008,0.190339486,-2.708386404,0
4155,2.01862646,2.990196839,5.987402162,1.952742733,3.81320418,0.195274273,-2.899164022,0
4156,1.89686798,2.911306378,5.894756573,1.864189849,3.475203792,0.186418985,-2.823636838,0
4157,2.055423821,2.941688575,5.941445684,1.935192768,3.744971049,0.193519277,-2.823708933,0
4158,2.005465231,2.989095488,5.988938707,1.966127481,3.865657271,0.196612748,-2.779294235,0
4159,1.726239384,2.767834954,5.766886234,1.694431567,2.871098334,0.169443157,-2.718661277,0
4160,1.932977376,2.967487942,5.961072463,1.895950424,3.594628012,0.189595042,-2.757894726,0
4161,1.86382519,2.954126226,5.954123663,1.802407841,3.248674025,0.180240784,-2.8808425,0
4162,1.84349425,2.984766099,5.983543467,1.823505186,3.325171165,0.182350519,-2.550861439,0
4163,1.897823709,2.923814703,5.923705143,1.867926509,3.489149442,0.186792651,-2.671224829,0
4164,1.748451696,2.913642972,5.913051069,1.699446743,2.888119231,0.169944674,-2.875882355,0
4165,1.78860829,2.963746521,5.953573213,1.719698529,2.957363031,0.171969853,-2.62425391,0
4166,1.953691668,2.953801923,5.953325219,1.82492799,3.330362168,0.182492799,-2.921453847,0
4167,1.870916276,2.981212994,5.977023601,1.819698583,3.311302932,0.181969858,-2.788935557,0
4168,1.851512109,2.96516285,5.951251015,1.77775184,3.160401606,0.177775184,-2.767311551,0
4169,1.831182722,2.988525728,5.987865785,1.753117516,3.073421024,0.175311752,-2.663067708,0
4170,1.864523438,2.922284972,5.920998624,1.825273596,3.331623701,0.18252736,-2.794990682,0
4171,1.829075497,2.897226378,5.864537889,1.764609603,3.11384705,0.17646096,-2.80825991,0
4172,1.906413657,2.975339491,5.974959633,1.796140771,3.226121668,0.179614077,-2.799016246,0
4173,1.904977476,2.940428635,5.940154975,1.744330524,3.042688978,0.174433052,-2.89935538,0
4174,1.974680577,2.79481855,5.794813712,1.798501681,3.234608297,0.179850168,-2.900767341,0
4175,1.99686152,2.939483075,5.937802499,1.846889291,3.411000053,0.184688929,-2.886497442,0
4176,1.945964332,2.906658986,5.906153351,1.841369238,3.39064067,0.184136924,-2.795593653,0
4177,1.849129312,2.651828662,5.651188728,1.673527585,2.800694576,0.167352758,-2.81219969,0
4178,1.868868863,2.983194889,5.983175466,1.74335297,3.039279577,0.174335297,-2.918656505,0
4179,1.760689911,2.93326328,5.932932065,1.695149014,2.873530181,0.169514901,-2.61352031,0
4180,1.894837511,2.985343903,5.985343902,1.876520645,3.521329733,0.187652065,-2.764699004,0
4181,1.773145994,2.838753272,5.833432574,1.707913596,2.916968851,0.17079136,-2.762458816,0
4182,1.895845268,2.945218089,5.944901563,1.825423389,3.332170549,0.182542339,-2.819079972,0
4183,1.905124943,2.99796414,5.997544475,1.861191726,3.464034641,0.186119173,-2.736834643,0
4184,1.874779766,2.974321972,5.972886412,1.851022247,3.426283358,0.185102225,-2.829855052,0
4185,1.740696922,2.929584591,5.925786683,1.695414505,2.874430343,0.16954145,-2.569321281,0
4186,1.925057772,2.953763822,5.953742676,1.886732884,3.559760975,0.188673288,-2.756276657,0
4187,1.867530943,2.974111203,5.974014319,1.795720006,3.224610341,0.179572001,-2.763225893,0
4188,1.810703487,2.995303987,5.995094611,1.632719398,2.665772634,0.16327194,-2.822273982,0
4189,1.900202419,2.835119876,5.832874678,1.9076881,3.639273885,0.19076881,-2.715986814,0
4190,1.813539003,2.712869454,5.704917227,1.793702381,3.217368232,0.179370238,-2.764519409,0
4191,1.949688661,2.892663291,5.892663291,1.958437662,3.835478076,0.195843766,-2.863542722,0
4192,1.870720127,2.998885635,5.995941867,1.832218336,3.357024029,0.183221834,-2.71548156,0
4193,1.999967636,2.984893736,5.984814271,1.980372199,3.921874046,0.19803722,-2.767569672,0
4194,1.808325953,2.898742582,5.889681353,1.771659516,3.138777442,0.177165952,-2.860828765,0
4195,1.92158545,2.906471749,5.906066727,1.849811996,3.42180442,0.1849812,-2.821212474,0
4196,1.899572753,2.971370577,5.971105606,1.843327399,3.397855898,0.18433274,-2.856166381,0
4197,1.770760608,2.959162322,5.940544279,1.738300264,3.021687809,0.173830026,-2.624240376,0
4198,1.72341046,2.994684288,5.977373632,1.664673054,2.771136375,0.166467305,-2.704255941,0
4199,1.916027185,2.99873779,5.984056587,1.887306389,3.561925407,0.188730639,-2.912959545,0
4200,1.940274427,2.95693284,5.956842686,1.877770349,3.526021484,0.187777035,-2.823639736,0
4201,1.942877579,2.992643708,5.977103689,1.776765107,3.156894246,0.177676511,-2.780498211,0
4202,1.853502462,2.940124929,5.93920101,1.849039981,3.418948852,0.184903998,-2.560292967,0
4203,1.933236992,2.974652967,5.97391484,1.886407154,3.558531949,0.188640715,-2.862973335,0
4204,1.907762847,2.854921556,5.853732396,1.863794625,3.473730404,0.186379462,-2.827656268,0
4205,1.9213879,2.996410251,5.996251963,1.897839225,3.601793724,0.189783923,-2.783142439,0
4206,1.997934022,2.979204806,5.978661715,1.942019869,3.771441173,0.194201987,-2.891005342,0
4207,1.858806554,2.77703737,5.776697812,1.740449019,3.029162788,0.174044902,-2.742168595,0
4208,1.817827776,2.724154549,5.719111838,1.685329864,2.840336749,0.168532986,-2.804791577,0
4209,1.99437122,2.997157875,5.990664226,1.941491565,3.769389496,0.194149156,-2.93316851,0
4210,1.943398944,2.987400195,5.986569909,1.816148576,3.298395648,0.181614858,-2.928641712,0
4211,1.846984388,2.886556604,5.886308342,1.774118664,3.147497036,0.177411866,-2.852274835,0
4212,1.892357832,2.993390935,5.993038409,1.853754647,3.43640629,0.185375465,-2.720842394,0
4213,2.08086739,2.992385998,5.992017793,2.039893431,4.161165208,0.203989343,-2.930828576,0
4214,1.970841316,2.803212346,5.802333418,1.905473524,3.630829352,0.190547352,-2.909917994,0
4215,2.008603905,2.961533103,5.960509565,1.98552256,3.942299838,0.198552256,-2.89712767,0
4216,1.877074149,2.999107954,5.998799885,1.827443689,3.339550435,0.182744369,-2.794401747,0
4217,1.986894062,2.999365843,5.999357537,1.917578978,3.677109138,0.191757898,-2.867446458,0
4218,1.975454782,2.884624151,5.883025072,1.937833799,3.755199831,0.19378338,-2.925640598,0
4219,1.968904469,2.976924928,5.976889693,1.887807228,3.563816128,0.188780723,-2.913451565,0
4220,1.929788063,2.948038873,5.948019324,1.791116698,3.208099025,0.17911167,-2.910749709,0
4221,1.825123683,2.88169666,5.880890229,1.664170119,2.769462186,0.166417012,-2.841749742,0
4222,1.968612839,2.937458013,5.92001097,1.872033266,3.504508551,0.187203327,-2.822039387,0
4223,1.873323959,2.913705144,5.908136894,1.780595529,3.170520437,0.178059553,-2.838810574,0
4224,1.935809102,2.910460612,5.910415308,1.885785034,3.556185195,0.188578503,-2.844243708,0
4225,1.823729581,2.792215886,5.784400581,1.68287269,2.832060491,0.168287269,-2.798568885,0
4226,2.041674841,2.903291415,5.903026211,1.94077761,3.766617733,0.194077761,-2.964762738,0
4227,1.921949753,2.973172895,5.955335885,1.821183576,3.316709616,0.182118358,-2.772069353,0
4228,1.962659409,2.984627103,5.982371886,1.940609254,3.765964278,0.194060925,-2.771558654,0
4229,2.003006379,2.974493885,5.974431525,1.850619078,3.424790973,0.185061908,-2.945195291,0
4230,1.835273259,2.977563265,5.974173162,1.816400647,3.299311312,0.181640065,-2.771424354,0
4231,1.969960111,2.968491882,5.967482614,1.880594642,3.536636206,0.188059464,-2.791473208,0
4232,1.87888097,2.992907424,5.990855043,1.797092727,3.229542269,0.179709273,-2.92275118,0
4233,1.847240455,2.768025697,5.767484562,1.745066982,3.045258772,0.174506698,-2.782179598,0
4234,1.892087618,2.975649013,5.975607411,1.84821435,3.415896283,0.184821435,-2.69046162,0
4235,2.023194292,2.936326404,5.934981735,1.881498641,3.540037136,0.188149864,-2.838413732,0
4236,1.930275631,2.873802812,5.871822636,1.728132217,2.986440958,0.172813222,-2.902724461,0
4237,1.885866025,2.958232525,5.950378439,1.801768828,3.246370911,0.180176883,-2.621981879,0
4238,1.975425732,2.986217161,5.974152691,1.952885105,3.813760233,0.19528851,-2.777182934,0
4239,1.921660087,2.895400932,5.894802134,1.854067277,3.437565467,0.185406728,-2.709278748,0
4240,1.860952655,2.8676095,5.861655176,1.825161995,3.33121631,0.1825162,-2.855003118,0
4241,1.984730764,2.942436292,5.942174191,1.919023094,3.682649636,0.191902309,-2.923833497,0
4242,1.858085292,2.993293433,5.993272026,1.816460284,3.299527962,0.181646028,-2.672201375,0
4243,1.985285969,2.918321036,5.917257046,1.952431817,3.81199,0.195243182,-2.748019346,0
